0.050505	3.0808	4.7395
-2.7778	0.75758	-15.396
-0.25253	1.4646	1.612
1.0606	3.1818	2.929
1.6667	-3.2828	1.2014
-1.1616	0.35354	-2.1955
-1.4646	2.9798	-0.094184
4.697	-2.6768	-36.598
-4.697	1.7677	-43.427
3.6869	-2.9798	-19.633
3.8889	4.3939	-21.376
2.7778	0.25253	-13.093
-4.0909	1.1616	-33.525
-2.4747	-0.050505	-12.497
-1.7677	1.4646	-5.0455
1.6667	-3.4848	1.786
-3.6869	-2.1717	-26.9
2.0707	-3.1818	-1.7682
-3.9899	-1.1616	-32.734
1.3636	1.0606	-1.7531
-0.15152	-4.2929	8.2708
2.5758	2.7778	-8.6658
1.9697	0.45455	-5.7905
3.7879	3.8889	-21.304
3.6869	1.3636	-24.129
-1.7677	-0.050505	-6.1401
1.7677	4.3939	2.4926
-3.0808	-2.7778	-17.237
-4.798	4.697	-36.456
2.2727	-1.8687	-6.3353
-0.15152	0.9596	1.242
-0.35354	1.3636	1.338
3.7879	4.0909	-20.739
0.9596	-2.5758	2.5906
1.0606	-5	9.9108
3.3838	-0.25253	-20.093
2.8788	-2.7778	-10.194
0.65657	-5	10.894
-3.2828	2.6768	-18.504
-2.6768	-2.0707	-13.466
3.6869	-4.3939	-14.912
-4.798	2.8788	-42.802
-0.25253	0.45455	0.83123
-3.3838	-2.0707	-22.537
4.4949	4.798	-30.206
1.9697	-3.4848	-0.16079
-0.15152	0.55556	0.99909
-0.45455	2.0707	2.1273
-4.4949	2.8788	-37.105
1.6667	-3.5859	2.0905
-4.596	-3.8889	-39.204
-4.3939	4.2929	-30.638
0.050505	0.75758	1.2307
-4.0909	-1.2626	-34.37
2.9798	-1.8687	-13.277
2.9798	-2.5758	-11.796
2.0707	-4.899	4.1722
-3.5859	0.25253	-26.399
1.3636	4.1919	4.3362
0.050505	-2.5758	3.7385
4.4949	-2.3737	-33.793
1.2626	3.6869	3.3408
4.798	-1.3636	-41.217
-0.65657	4.596	8.4685
-0.85859	3.7879	5.085
5	3.5859	-43.221
-4.1919	-4.1919	-30.885
-3.7879	3.9899	-21.791
-3.3838	2.8788	-19.361
-1.2626	3.3838	2.12
3.0808	-0.35354	-16.276
2.7778	2.4747	-11.33
-4.4949	3.5859	-34.973
-1.1616	1.2626	-1.5204
0.050505	4.697	9.7271
-0.9596	-1.8687	-0.066595
1.3636	0.35354	-2.0425
1.0606	2.3737	1.2351
-2.1717	-2.6768	-7.1803
-0.85859	2.3737	1.5066
-4.899	-0.050505	-49.472
4.596	-3.7879	-31.392
-3.3838	-3.4848	-19.844
-3.9899	-2.3737	-31.479
-1.4646	4.899	6.1969
-3.0808	-3.5859	-15.413
-0.25253	-1.8687	2.1332
-1.7677	2.9798	-2.1144
4.1919	4.2929	-26.562
4.899	-0.25253	-44.396
-4.4949	-4.1919	-36.428
2.1717	-2.4747	-4.3102
-2.4747	4.899	-1.7717
-0.9596	3.2828	3.2387
0.25253	3.9899	7.1859
4.1919	-5	-19.852
-0.9596	-1.7677	-0.20585
4.4949	3.7879	-33.201
4.899	-3.1818	-38.879
1.7677	1.4646	-3.7956
1.4646	-2.1717	-0.31
0.25253	-5	11.225
1.7677	-1.6667	-2.9265
4.697	-0.25253	-40.625
-3.2828	-3.2828	-18.897
-3.7879	-1.5657	-29.171
4.697	-1.6667	-38.847
-3.3838	-0.050505	-23.608
-4.697	-3.5859	-41.941
0.45455	-4.0909	7.776
3.4848	5	-13.388
1.4646	-0.15152	-2.5237
-3.1818	-1.4646	-20.417
-1.4646	0.45455	-3.8826
-0.55556	-1.1616	0.60338
4.4949	0.65657	-37.297
4.899	3.5859	-41.236
3.2828	-1.0606	-18.093
1.2626	-4.0909	5.7354
-1.3636	-2.6768	-0.84627
-3.1818	-1.1616	-20.645
-0.85859	-2.7778	1.9998
-0.35354	-1.0606	1.0069
-3.8889	1.0606	-30.35
0.65657	2.3737	2.5167
-2.8788	2.6768	-13.431
-1.2626	-5	6.6489
0.65657	-4.1919	7.8541
-2.5758	-2.7778	-11.13
-2.2727	4.3939	-1.8335
0.9596	-1.4646	0.66606
-2.4747	0.15152	-12.442
2.9798	-2.2727	-12.48
4.4949	-0.15152	-37.081
2.0707	-2.9798	-2.312
-1.6667	-4.4949	2.0337
0.65657	-3.5859	5.9166
-3.9899	-1.4646	-32.531
3.7879	-4.0909	-17.476
3.4848	0.25253	-21.613
2.8788	0.75758	-14.139
-2.4747	-4.596	-5.0825
0.75758	-4.0909	7.3169
-4.798	-3.3838	-44.416
-0.9596	3.4848	3.8009
4.899	-4.596	-33.758
-3.4848	0.050505	-25.013
-3.2828	-3.3838	-18.658
-0.9596	0.9596	-0.88023
-4.0909	-4.596	-27.856
0.75758	-0.55556	0.4076
-0.45455	-3.0808	4.0776
1.6667	2.8788	-0.94463
1.7677	-3.4848	1.1778
1.1616	-2.3737	1.4592
-4.697	-2.7778	-43.634
-4.3939	0.9596	-39.04
-1.9697	1.5657	-6.4867
0.050505	4.0909	7.6119
1.2626	2.5758	0.71994
-1.0606	-4.1919	4.888
2.8788	1.1616	-13.953
1.8687	3.6869	-0.37514
4.2929	3.4848	-30.42
0.050505	4.2929	8.2843
-1.8687	-3.4848	-2.6422
-3.9899	-3.7879	-28.53
0.85859	0.35354	-0.032476
2.4747	1.0606	-9.8451
-0.9596	0.65657	-1.0991
-4.1919	1.9697	-33.902
4.697	-3.3838	-34.537
-3.5859	2.1717	-23.888
-2.3737	4.0909	-3.8727
-0.75758	-3.6869	4.705
0.050505	-0.35354	1.079
-0.65657	2.8788	3.256
3.3838	2.8788	-17.926
4.798	1.0606	-42.722
4.798	2.8788	-40.766
1.1616	-4.899	9.1492
4.1919	1.2626	-31.965
-2.6768	-4.798	-6.6487
1.4646	1.7677	-1.6024
-2.2727	1.4646	-9.3053
1.4646	-2.5758	0.52453
1.6667	-0.35354	-3.6062
-4.3939	0.050505	-39.788
-2.5758	-1.4646	-13.047
-2.8788	-0.85859	-16.949
1.3636	3.3838	2.0138
3.0808	1.9697	-15.537
-1.7677	4.1919	1.5528
2.4747	0.75758	-9.9844
1.4646	0.25253	-2.5746
-5	1.4646	-49.939
0.75758	0.15152	0.22562
-1.3636	4.4949	5.2041
3.7879	-0.25253	-25.676
-5	-3.9899	-47.047
-0.55556	-3.4848	4.8387
-0.9596	0.15152	-1.3008
-0.65657	5	10.038
2.3737	0.15152	-9.1122
-1.9697	2.7778	-4.1663
2.4747	3.8889	-5.0022
-0.55556	4.798	9.4838
-4.697	-0.85859	-45.563
-3.3838	2.7778	-19.622
1.8687	3.4848	-0.91288
-0.45455	-3.3838	4.8535
-3.5859	0.65657	-26.115
-1.7677	0.25253	-6.0681
0.75758	4.1919	6.8584
-3.1818	-2.1717	-19.6
5	1.9697	-45.972
-2.6768	-3.5859	-10.413
3.7879	-0.65657	-25.368
-2.4747	1.4646	-11.295
2.2727	4.4949	-1.2239
-3.2828	4.798	-11.508
-2.2727	-1.1616	-10.168
-4.1919	1.7677	-34.285
0.45455	3.8889	6.6089
1.5657	-4.1919	4.6493
0.25253	-4.4949	9.284
-0.9596	0.35354	-1.2446
1.1616	-1.4646	-0.060392
1.1616	1.5657	-0.35057
1.4646	1.3636	-2.0413
1.0606	0.15152	-0.72938
3.9899	4.596	-22.32
-3.0808	3.8889	-12.353
1.7677	-0.15152	-4.3265
-2.7778	-0.25253	-15.861
-3.8889	-1.4646	-30.874
0.75758	2.6768	2.8407
-0.75758	3.1818	3.7004
-0.65657	1.2626	0.5049
1.2626	4.4949	5.8672
2.3737	-2.6768	-5.5274
-1.6667	-2.0707	-3.9775
1.2626	4.3939	5.5229
-1.0606	0.55556	-1.6088
3.0808	-4.899	-5.235
2.9798	-3.4848	-9.3027
-2.5758	-1.3636	-13.137
0.85859	-2.1717	2.0714
